ATTRIBUTE_diet	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
-	compound	Putrescine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Valine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Methionine-C2:0	Phenylalanine-C2:0	3-methylhistidine-C2:0	Leucine-C5:0	Phenylalanine-C4:0	Tyrosine-C5:0	Amylamine-C16:0	Asparagine-C14:0	Amylamine-C18:2	Putrescine-C18:2	Amylamine-C18:1	Amylamine-C18:0	Valine-C16:0	2-phenethylamine-C16:0	Spermidine-C16:1	Spermidine-C16:0	Leucine-C16:0	Valine-C18:2	Valine-C18:1	2-phenethylamine-C18:2	Lysine-C16:0	2-phenethylamine-C18:1	Spermidine-C18:2	Spermidine-C18:1	Spermidine-C18:1	Leucine-C18:2	Aspartic acid-C18:2	Leucine-C18:1	Aspartic acid-C18:1	Leucine-C18:0	Phenylalanine-C16:0	Lysine-C18:1	Lysine-C18:1	Arginine-C16:0	Methionine-C18:1	Leucine-C20:3	Leucine-C20:2	Leucine-C20:1	Phenylalanine-C18:2	Phenylalanine-C18:1	Phenylalanine-C18:0	Tyrosine-C18:2	Tyrosine-C18:1	Phenylalanine-C20:3	Tryptophan-C18:2
HFD	SS102_RA9_01_7426	99.6701	0	0	37.9446	0	44.73963	218.61836	0	321.4265	0	0	0	0	0	0	0	0	0	0	0	0	0	163.90315	17.494999	27.890684	0	93.61165	0	122.57455	217.15584	0	113.616135	0	325.6252	0	85.24374	116.12256	142.8531	146.21457	85.3277	44.257114	0	0	0	105.74922	210.14055	73.81149	15.394112	25.167965	0	33.049805
HFD	SS108_RB3_01_7433	99.90548	0	14.353491	59.19847	7.2055097	161.48622	86.68325	0	131.4913	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3270645	3.0337944	17.503607	0	69.67008	0	6.833173	0	0	0	0	47.32666	0	0	0	65.878006	65.878006	56.6045	90.69429	0	0	0	62.6754	120.33572	61.08916	12.172417	27.922832	0	21.296185
HFD	SS82_RG10_01_7397	113.69699	0	9.049948	318.3615	7.3959675	28.768608	634.58887	161.18262	420.38647	263.16742	181.15044	0	0	0	0	0	0	0	0	0	150.6202	482.64667	279.1468	13.482055	30.11432	0	76.13366	0	489.27823	1292.463	0	84.67862	0	255.51358	0	115.78833	81.280754	121.465164	121.465164	101.66605	21.747288	0	0	30.026627	106.142624	161.21368	46.198753	42.99426	105.52545	0	15.7156315
HFD	SS14_RB2_01_7322	20.778809	50.59818	4.0148325	46.12918	10.850985	15.888031	71.765625	0	166.80933	0	0	0	0	0	0	0	0	0	0	0	0	0	104.36603	11.3846245	24.011892	0	18.781023	0	26.635483	92.35303	0	63.48532	0	187.69362	0	46.8386	36.507557	42.409634	42.409634	29.180868	25.915777	0	0	0	49.76615	70.49501	22.053804	9.924553	35.24183	0	15.222979
HFD	SS39_RD3_01_7349	0	0	6.947505	53.475006	25.078396	49.626587	357.66504	0	152.34793	0	0	0	0	0	0	0	53.68113	161.99173	124.874435	0	0	330.97305	729.57495	151.81674	416.768	0	265.5397	0	77.818375	158.0858	33.66467	243.32559	16.743927	1587.9117	2.516261	104.855316	338.8196	346.49313	321.87494	566.0796	299.13327	0	35.520172	85.17287	356.49683	779.36066	82.68298	52.92395	184.08487	2.801466	90.94452
HFD	SS120_RC3_01_7446	22.434336	0	0	0	0	25.726202	0	0	87.093765	0	186.7946	0	0	0	0	0	0	0	0	0	0	0	26.986305	0	2.713067	0	24.674778	0	0	0	0	0	0	6.423025	0	0	0	20.185478	9.9085655	16.28245	41.262695	0	0	0	0	2.9823732	0	11.00274	0	0	0
HFD	SS66_RF6_01_7379	21.063646	0	7.2269154	123.33293	12.493268	74.947624	580.09766	0	389.29834	0	0	0	0	0	0	0	0	0	88.70918	0	252.3907	676.39307	624.1579	56.378536	50.370354	0	187.27373	0	360.0695	1046.3964	0	54.65684	0	264.40497	0	192.26735	72.03786	336.81314	304.92245	139.55278	55.079308	39.589737	0	0	34.76135	59.414272	67.60518	83.49049	81.90782	0	21.259113
HFD	SS34_RC10_01_7343	0	0	0	0	0	0	0	0	37.647682	0	0	0	0	0	0	0	0	0	0	0	0	0	29.256496	4.1974974	4.365921	0	29.16229	0	2.9747093	0	0	0	0	44.108917	0	24.301262	0	24.169456	8.552531	3.4485173	21.075245	0	0	0	0	21.016546	17.15551	2.617218	3.591866	0	3.7647038
HFD	SS107_RB2_01_7432	52.553688	0	0	0	0	134.75557	0	0	108.87877	0	0	0	0	0	0	0	2.8858266	0	0	0	0	0	15.075651	5.342662	20.013182	0	19.308372	0	10.032453	0	0	0	0	36.951874	0	0	0	16.99561	15.264394	8.272245	6.265069	0	0	0	0	36.058346	3.0143824	9.231886	17.699337	0	3.5039978
HFD	SS36_RC12_01_7345	0	0	0	0	0	14.238536	0	0	36.755386	0	0	0	0	0	0	0	0	0	0	0	0	0	13.424971	0	0	0	9.28745	0	2.899971	0	0	0	0	15.782208	0	0	0	14.355053	7.916582	0	3.5655956	0	0	0	0	10.086158	0	0	0	0	3.854845
HFD	SS92_RH8_01_7409	260.54602	58.197956	91.95807	163.51752	3.0771968	143.64061	296.1738	40.700607	380.5002	0	656.2572	0	0	0	0	14.911151	13.238752	37.853416	75.64419	0	0	0	204.51933	59.486347	136.93983	0	125.05815	3.963853	78.42838	94.098656	44.209167	167.93765	0	539.26654	0	89.30347	93.206436	124.373116	128.92427	69.4869	90.21501	0	0	0	161.40242	292.69803	61.2726	27.031378	54.21479	0	39.512276
HFD	SS21_RB9_01_7329	899.5377	0	182.50716	51.519806	35.790634	85.10497	47.286198	0	78.314926	0	0	0	0	0	0	7.28443	0	0	0	0	0	0	33.52962	2.5978155	6.4783545	0	21.176546	0	22.597712	30.18238	0	0	0	7.987354	0	0	0	16.637924	16.637924	4.5556726	34.922775	0	0	0	0	16.249584	8.3325615	13.383472	10.385308	0	2.7557483
HFD	SS94_RA1_01_7418	5.9786577	0	0	61.644455	0	36.553684	431.5395	0	31.928009	0	0	0	0	0	0	0	0	0	0	0	0	0	183.20137	31.593294	74.05745	0	74.07674	0	50.09222	38.265945	0	216.88342	0	417.64514	0	61.46168	57.296593	72.658714	72.658714	135.89168	98.03418	0	0	0	159.05838	264.85037	70.236565	8.748156	60.916805	0	43.0528
HFD	SS22_RB10_01_7330	220.80807	0	33.429	47.096844	0	60.98812	40.003075	0	46.73808	0	0	0	0	0	0	21.754234	11.138609	39.06884	61.96485	0	0	0	271.1951	65.813644	201.34897	0	48.58215	5.7000732	30.69503	0	0	506.20227	0	1398.2814	0	28.096073	89.93191	93.02992	96.63791	40.361465	48.346745	0	21.285973	0	175.88596	448.4036	22.619068	35.845837	111.90553	0	55.461796
HFD	SS133_RD4_01_7460	19.78056	0	0	38.58468	8.165144	73.96763	245.09286	0	162.28906	0	0	0	0	0	0	0	0	0	0	0	68.40126	0	186.73872	68.52853	91.30464	0	71.68021	0	39.177204	42.404457	94.35732	333.78256	0	598.47	0	84.62979	0	100.59716	57.71623	8.225254	106.41041	0	0	0	77.53972	79.167015	15.091065	12.577788	20.865093	0	22.541325
HFD	SS155_RF2_01_7487	23.109634	36.869423	2.492254	0	0	23.736446	68.78953	0	64.03337	0	249.2495	0	0	0	0	0	0	0	0	0	0	0	14.580431	0	13.643087	0	19.97085	0	0	0	0	0	0	28.730585	0	0	0	15.043246	3.0828378	0	51.44325	0	0	0	0	16.46544	6.9699097	0	0	0	2.9666648
HFD	SS112_RB7_01_7437	86.77876	0	29.360281	194.53824	21.352472	83.87066	326.08893	72.06872	226.2327	0	194.58676	0	0	0	0	9.088445	81.176056	181.7534	0	0	0	165.69685	182.20937	179.86475	293.7996	0	111.8223	2.9829092	94.76569	165.20557	189.78194	562.729	0	906.6239	0	0	60.30562	186.65248	183.7343	95.158775	93.184555	0	0	0	325.59924	361.84732	13.543645	73.97033	172.40367	0	64.30168
HFD	SS143_RE2_01_7471	19.422092	34.91519	0	0	0	5.545717	0	0	68.39147	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0338125	0	2.9861164	0	10.366173	0	0	0	0	0	0	9.7552805	0	0	0	14.432209	0	0	23.984715	0	0	0	0	17.12418	10.112751	0	1.9167995	0	2.9120636
HFD	SS47_RD11_01_7358	0	0	22.431967	74.30392	141.28006	24.657896	376.80984	0	112.293465	0	379.78528	0	0	0	0	0	0	0	0	0	221.09705	606.2278	348.33728	10.711824	19.900936	0	171.12213	0	351.218	1077.8384	139.39056	0	0	96.601395	0	217.88315	72.52139	238.21828	240.35281	241.71571	62.952805	0	0	17.748547	0	35.244217	72.984695	28.503996	31.297184	0	11.698242
HFD	SS78_RG6_01_7393	114.43097	0	2.767075	97.43799	4.032999	168.82457	479.79477	41.479713	96.42891	0	0	0	0	0	0	0	0	0	0	0	1449.6279	3753.5337	691.6282	23.137852	20.099583	0	130.20993	0	2363.6426	8606.322	32.734997	0	25.359774	63.20474	0	62.848824	0	241.20818	245.92084	139.82687	33.164406	0	0	0	0	55.04183	33.387993	24.110321	57.573437	0	10.799261
